inn;year;okved1;region;title;of;ta_fix;ta_nonfix;ta;tp_cap;debt_long;tp_long;debt_short;tp_short;tp;sales;profit_operational;exp_interest;profit_before_tax;cash_oper_inflow;cash_oper_inflow_sales;paid_to_supplier;paid_to_worker;cash_interest;cash_investment_of;sales_prev;of_prev
7807024933;2013;15;78;РАВИОЛИ;254.3;265.0;461.0;726.0;586.0;0.0;10.2;0.0;129.8;726.0;1345.7;163.8;0.0;28.7;1285.7;1268.9;791.9;219.4;0.0;26.4;1508.2;256.2
7840481359;2013;51;78;ОМЕГА;0.0;0.0;766.0;766.0;0.9;0.0;0.0;0.0;765.1;766.0;1106.1;-0.2;0.0;1.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7827008143;2013;73;78;ЭВРИКА;70.2;133.7;2128.4;2262.1;208.3;0.0;8.8;0.0;2045.0;2262.1;3375.6;118.6;0.0;103.2;3922.3;3921.6;2651.9;294.0;0.0;0.9;4612.6;77.3
7802118578;2013;15;78;ОБЪЕДИНЕННЫЕ ПИВОВАРНИ ХЕЙНЕКЕН;13396.4;18848.1;5259.3;24107.4;1874.4;0.0;0.0;13679.7;22233.0;24107.4;30789.6;-328.7;516.4;-2213.2;44344.8;44234.0;22164.5;2341.1;465.3;1045.8;30475.1;14246.1
7810103448;2013;51;78;Ленстройкомплектация;52.7;434.3;1740.2;2174.5;1910.7;0.0;5.1;0.0;258.7;2174.5;3900.5;64.0;4.2;16.6;3333.0;3212.5;2535.3;336.9;2.8;110.1;3934.8;54.2
7810104787;2013;51;78;"Торговый Дом ""Талосто""";322.0;588.0;958.1;1546.2;130.1;1192.2;1194.5;3.6;221.6;1546.2;3988.8;330.9;78.3;4.2;5553.8;5543.3;5377.3;221.5;75.5;7.3;3727.8;280.2
7708084402;2013;11;77;"Сервисная компания ""ПетроАльянс""";1326.0;2485.5;2462.4;4948.0;1603.4;2241.8;2403.8;67.5;940.8;4948.0;5567.4;651.1;303.7;1131.3;5545.5;5427.5;2810.4;1311.9;319.4;636.7;5001.1;1284.0
7717089615;2013;52;77;КАПО Дьюти Фри;363.8;381.3;946.1;1327.4;564.0;0.0;2.2;0.0;761.3;1327.4;4221.2;860.6;0.0;761.0;4821.9;4072.5;2887.9;204.6;0.0;26.1;3699.8;367.5
7806046525;2013;51;78;Медицина Санкт-Петербург;1.0;1.0;200.0;201.0;75.1;0.0;0.0;47.9;125.9;201.0;1048.9;10.2;3.7;20.5;1028.6;1026.6;975.4;41.1;3.6;0.0;859.2;1.0
7801082329;2013;45;78;Ленстройтрест;70.1;671.6;1963.2;2634.8;171.2;1159.5;1160.0;84.0;1303.6;2634.8;5049.8;364.3;154.3;69.5;2840.1;130.1;699.8;95.1;154.3;0.0;3091.8;74.9
7801082135;2013;51;78;Нева-МеталлТрэйд;11.2;11.2;927.6;938.9;252.0;90.7;90.7;247.3;596.2;938.9;2365.2;62.9;41.8;9.4;2291.7;2162.8;2114.0;42.1;29.8;0.0;2739.1;5.9
7804059818;2013;65;78;Городская Инновационно-лизинговая компания;5.0;4890.1;4248.4;9138.5;351.2;4495.7;5696.8;1697.8;3090.4;9138.5;5700.1;1013.9;568.6;359.3;17758.5;17752.7;8856.8;73.8;567.4;9345.4;2130.1;10.0
7804060845;2013;30;78;РАМЭК-ВС;118.0;373.0;2454.6;2827.5;1332.2;0.0;1.2;708.3;1494.1;2827.5;3455.3;116.0;57.6;8.0;3577.9;3552.4;2944.2;794.5;10.7;170.1;8240.1;136.0
7825091700;2013;51;78;Сансет;1.3;1.3;136.0;137.2;27.1;0.0;0.0;0.0;110.2;137.2;4010.1;6.7;0.0;6.6;0.0;0.0;0.0;0.0;0.0;0.0;1783.5;1.3
7810106417;2013;51;78;Марин Экспресс;9.1;9.9;1476.0;1486.0;661.9;531.0;531.0;2.7;293.1;1486.0;2224.3;362.5;63.4;158.2;2518.1;2452.9;2119.9;50.8;60.9;3.1;2273.2;11.9
7825092407;2013;65;78;Балтсервис;0.0;0.0;1037.3;1037.4;-23.3;0.0;0.0;1040.0;1060.7;1037.4;1259.2;-0.2;0.0;-20.7;0.0;0.0;0.1;0.1;0.0;0.0;391.8;0.0
7816188550;2013;45;78;Водоканалстрой;19.3;23.5;2578.1;2601.6;401.8;0.0;0.0;118.1;2199.8;2601.6;4946.7;536.2;44.5;500.3;5087.0;4294.9;4026.0;58.3;44.0;5.3;4537.3;19.8
7801085930;2013;51;78;Оутокумпу;1.3;1.3;598.8;600.1;138.8;0.0;0.0;0.2;461.3;600.1;2239.0;39.2;0.0;45.5;2373.6;2028.4;2580932.9;16.6;0.0;0.1;1797.1;2.4
7825676138;2013;51;78;Интерпродукт;2.1;2.8;373.1;375.9;18.9;0.0;0.0;73.7;357.0;375.9;2349.7;30.4;8.7;17.8;0.0;0.0;0.0;0.0;0.0;0.0;942.2;5.0
7826678748;2013;65;78;ПЕТЕРБУРГСКАЯ ЛИЗИНГОВАЯ КОМПАНИЯ;17.8;1696.7;1116.9;2813.6;104.9;1743.2;2448.4;25.0;260.3;2813.6;1631.0;376.9;235.8;13.5;1890.2;1823.2;62.7;103.5;238.6;1289.9;1326.8;13.8
7825096296;2013;74;78;Оутдор Медиа Менеджмент;190.7;1264.3;1045.1;2309.4;2145.4;0.0;0.0;0.0;164.0;2309.4;1796.3;952.0;0.0;676.3;1329.9;1323.4;628.9;337.4;0.0;25.1;1629.6;244.7
7813097143;2013;50;78;БРАНДТ;12.3;12.3;1497.9;1510.3;-12.0;0.0;0.0;0.0;1522.3;1510.3;2248.5;-19.8;0.2;19.2;0.0;0.0;0.0;0.0;0.0;0.0;1810.7;14.3
7816114541;2013;51;78;Газкомплектсервис;4.6;4.7;619.6;624.4;133.5;453.4;453.4;3.1;37.5;624.4;2851.6;86.7;58.9;25.2;0.0;0.0;0.0;0.0;0.0;0.0;2335.5;6.1
7813096904;2013;22;78;МДМ-ПЕЧАТЬ;575.6;578.4;350.6;929.0;582.9;121.6;125.0;0.0;221.1;929.0;1580.1;123.2;20.9;86.8;1607.7;1561.4;1116.4;190.1;21.0;10.3;1380.2;652.9
7806048353;2013;50;78;УзДЭУ - Санкт-Петербург;1.0;78.4;2825.1;2903.5;65.8;0.0;0.0;1983.5;2837.7;2903.5;2223.3;159.4;143.3;0.2;3632.7;2430.6;3984.6;10.0;183.4;0.0;3133.1;1.4
7825367884;2013;26;78;Беатон;145.3;204.8;1651.3;1856.1;639.6;101.1;101.3;120.7;1115.2;1856.1;3467.3;-81.6;32.8;66.1;3154.9;3035.3;2482.4;52.7;32.7;0.0;3054.4;148.1
7825369360;2013;31;78;Производственное объединение Элтехника;80.1;86.1;348.1;434.2;164.1;0.0;0.0;12.0;270.1;434.2;1121.4;57.3;0.2;55.4;1199.7;1197.8;977.5;130.9;0.0;58.3;1225.7;34.4
7825099392;2013;52;78;Август;139.6;398.1;4578.8;4976.8;1839.9;0.0;2.5;2027.4;3134.4;4976.8;8907.1;-697.4;5.1;-668.3;10838.8;7429.6;10938.5;980.5;1.4;50.3;8775.5;63.4
7804065593;2013;51;78;ОФФО - ТРЕЙД;0.0;1.8;602.2;604.0;25.0;0.0;1.5;0.0;577.5;604.0;1236.6;15.5;0.0;15.0;1369.1;1368.7;1112.1;2.3;0.0;0.0;697.6;0.0
7811062995;2013;45;78;"Производственное объединение ""Возрождение""";1965.3;2016.7;10125.7;12142.4;1328.7;0.0;0.0;1166.6;10813.7;12142.4;12692.7;299.1;87.2;410.5;22152.2;9768.0;8843.5;1374.6;0.0;0.0;14311.1;1873.0
5024048000;2013;24;50;БИОКАД;930.7;2239.6;2041.8;4281.4;3681.5;0.0;47.1;0.0;552.8;4281.4;2992.6;1195.6;9.2;1124.2;2745.9;2651.0;972.0;658.0;23.4;605.4;2945.3;696.5
4347030908;2013;45;43;Кирово-Чепецкое управление строительства;594.8;2223.2;1902.2;4125.5;1248.0;138.2;174.3;348.2;2703.2;4125.5;2777.1;143.6;40.7;71.6;2352.9;1881.7;2254.9;166.9;38.7;41.9;2100.5;526.6
4346047144;2013;29;43;Веста;339.4;361.8;877.5;1239.3;279.3;0.0;7.4;640.1;952.5;1239.3;1188.5;16.1;23.7;-89.6;1022.4;1016.2;1186.0;55.2;20.0;166.4;1361.0;208.9
4823012270;2013;28;48;ПРОМИЗДЕЛИЯ;477.9;478.1;915.0;1393.1;423.5;402.9;403.0;392.8;566.6;1393.1;1835.0;79.8;32.8;13.4;2084.0;2058.2;1850.8;209.5;35.4;267.6;1933.8;418.3
4720009491;2013;20;47;СКИФ;46.6;46.6;563.6;610.2;120.4;305.3;305.4;0.0;184.4;610.2;1343.9;234.3;20.1;184.9;1347.4;1325.6;838.9;112.1;16.7;16.5;1319.7;33.9
4703034064;2013;52;47;Мария;0.0;0.0;1759.0;1759.0;51.0;0.0;0.0;0.0;1708.0;1759.0;3889.6;674.3;0.0;674.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4707013876;2013;45;47;Экономико-Финансовая Энергетическо-Строительная корпорация;320.6;346.4;11251.3;11597.8;943.2;0.0;10.5;3745.2;10644.0;11597.8;13734.8;1247.9;844.7;197.4;24499.5;12524.9;13244.7;341.8;848.1;0.0;12819.4;185.8
4715026815;2013;26;47;Русджам Стеклотара Холдинг;5670.7;6861.7;2335.7;9197.4;718.3;4950.6;4994.8;2410.9;3484.3;9197.4;2368.1;-222.7;329.6;-1023.6;2376.1;2219.3;1801.8;262.5;314.1;594.6;1183.2;3144.1
4708009336;2013;45;47;СтройКом;83.9;141.9;863.0;1004.8;389.9;0.0;83.0;0.0;532.0;1004.8;1231.5;186.0;0.0;163.8;1088.3;1087.2;825.3;77.9;0.0;27.3;2934.9;66.7
4720011589;2013;26;47;ЭнСиСи Роудс;407.8;416.7;270.7;687.4;159.2;0.0;0.3;359.0;527.9;687.4;1031.4;42.4;37.9;-5.7;1030.2;965.6;779.8;93.2;37.0;47.7;829.5;364.1
4703038767;2013;34;47;Форд Мотор Компани;4887.0;5020.0;6492.0;11512.0;8309.0;398.0;705.0;11.0;2498.0;11512.0;38740.0;1491.0;23.0;988.0;36579.0;36227.0;33301.0;1781.0;17.0;365.0;61179.0;5772.0
4719016582;2013;51;47;"Производственное объединение ""ПНСК""";0.4;0.7;389.1;389.8;231.4;0.0;0.0;0.0;158.4;389.8;1043.9;30.9;0.0;33.6;1165.9;1164.7;1207.1;20.5;0.0;0.0;910.2;0.5
4703041174;2013;60;47;Цементно-бетонные изделия;844.1;846.5;1709.2;2555.7;1328.1;318.5;342.9;0.6;884.7;2555.7;2076.8;44.8;5.7;24.3;2404.9;2347.3;2046.2;187.2;5.4;88.6;2214.1;705.8
4710011460;2013;51;47;"Оптовая Фирма "" Петербургская Топливная Компания""";0.3;173.5;5632.1;5805.6;188.6;200.0;200.0;2381.5;5417.0;5805.6;44105.3;401.3;313.2;86.9;50802.1;43064.0;42609.3;32.2;317.6;0.0;35835.7;0.6
4719016624;2013;51;47;Прометей;0.1;17.0;471.8;488.8;163.0;0.0;0.0;102.6;325.8;488.8;1493.0;13.7;7.3;70.5;1541.9;1406.9;1508.1;16.2;7.3;0.0;1076.2;0.3
4711005733;2013;2;47;Мется Свирь;1328.9;1349.6;685.9;2035.5;465.9;0.0;1457.2;72.3;112.3;2035.5;2023.3;186.4;10.9;-39.4;2045.1;2034.6;1616.7;81.6;3.4;27.7;1604.0;1445.8
4707015672;2013;45;47;Энергострой;39.4;50.8;3032.1;3082.9;105.7;0.0;1.4;2022.0;2975.7;3082.9;2506.5;244.6;223.4;48.2;6481.2;4480.9;2368.9;365.0;199.4;0.0;3166.8;60.3
4703047137;2013;37;47;ВСЕВОЛОЖСКИЙ ЗАВОД АЛЮМИНИЕВЫХ СПЛАВОВ;128.3;143.2;1042.6;1185.8;-40.4;687.0;687.1;263.7;539.1;1185.8;2447.6;122.6;48.6;72.9;2422.0;1903.0;2255.7;88.4;25.9;22.2;1978.5;150.5
4716033195;2013;51;47;Торговый дом ТЕРМЕКС;0.1;0.6;3177.4;3178.1;309.2;235.6;235.6;156.4;2633.2;3178.1;3629.7;42.4;15.0;21.9;3588.2;3442.5;3503.2;20.2;0.0;0.0;3717.8;0.2
4703044256;2013;15;47;Невские пороги;2132.1;6983.7;15135.2;22118.9;3294.4;0.0;11.6;0.0;18812.9;22118.9;22616.6;2208.8;558.6;2890.2;21746.4;20056.3;16197.9;764.1;83.7;242.0;23329.4;2454.0
4217031675;2013;28;42;Кузнецкие металлоконструкции;194.2;204.4;720.7;925.1;284.9;17.0;25.2;169.4;615.1;925.1;1441.7;61.2;11.2;48.0;1490.2;1475.9;989.8;277.9;11.5;49.0;1804.0;170.9
4207048574;2013;18;42;НТО КОНСАЛТ;23.3;64.6;656.9;721.6;393.9;16.6;16.6;0.0;311.0;721.6;1274.7;253.4;2.8;216.6;1279.8;1277.8;1089.9;22.5;2.9;4.7;974.8;27.0
4214013491;2013;51;42;Распадская логистическая компания;13.6;14.1;203.7;217.8;71.0;0.0;1.1;0.0;145.8;217.8;1227.3;15.0;0.0;12.6;1200.8;1200.8;1181.8;7.0;0.0;0.8;999.0;14.7
4211010319;2013;29;42;Джой Глобал;547.6;562.9;1531.9;2094.8;866.7;948.3;949.4;27.9;278.7;2094.8;1643.2;293.0;51.9;123.2;1660.3;1651.0;1324.8;138.8;50.5;152.5;1334.7;395.5
3811162872;2013;2;38;Сибирская Лесная Компания;41.8;41.8;1160.0;1201.9;-6.1;0.0;0.1;375.2;1207.8;1201.9;1217.1;-107.1;148.6;-5.3;1384.5;592.1;995.4;119.3;307.1;95.9;0.0;0.0
3808095143;2013;20;38;Совместное предприятие Сибэкспортлес-Тайрику;185.4;365.0;892.5;1257.5;310.6;48.1;53.7;27.1;893.2;1257.5;1717.5;100.3;6.0;44.7;1244.5;1229.7;951.2;119.2;8.3;21.5;1214.9;211.2
3801046700;2013;24;38;Ангарский завод полимеров;7379.7;8313.2;1292.9;9606.1;6248.8;1235.0;1323.8;1002.5;2033.5;9606.1;5329.8;827.8;0.9;723.2;5643.3;4955.2;3085.2;650.6;2.3;2796.6;5013.8;4860.8
3810023308;2013;24;38;Фармасинтез;1110.0;1163.7;2816.0;3979.7;1374.1;960.9;991.7;446.2;1613.9;3979.7;2004.0;555.1;67.2;190.4;1462.1;1245.3;1011.9;158.6;24.6;132.3;1783.4;991.0
3814007314;2013;24;38;Саянскхимпласт;4679.9;4927.2;2649.5;7576.7;3609.0;1247.9;1573.4;911.5;2394.3;7576.7;11130.7;1442.2;170.9;1014.6;11291.7;11156.2;6995.5;1434.0;177.8;484.2;10322.5;4706.3
3802008546;2013;13;38;Первенец;11074.7;15377.2;6231.9;21609.1;15335.2;1454.6;2555.1;1047.3;3718.8;21609.1;3971.7;662.0;76.6;75.4;4017.5;3996.7;2858.8;943.6;76.4;2156.5;2567.9;9494.8
3802008553;2013;13;38;Высочайший;3039.4;9858.9;5675.4;15534.3;12323.9;1363.7;1706.2;1093.7;1504.2;15534.3;7416.4;3104.8;80.2;2732.2;8026.6;7425.4;2376.1;813.7;81.1;1248.6;8584.3;2965.1
3818013260;2013;45;38;Мостострой-9;27.2;261.7;576.5;838.2;130.8;0.0;9.1;108.0;698.3;838.2;1980.3;32.6;12.6;9.4;1794.3;1454.1;1397.6;42.8;12.3;105.1;1718.6;29.1
3808047372;2013;45;38;Сибна;441.9;450.2;428.6;878.8;188.1;249.9;263.0;107.0;427.7;878.8;1895.1;123.1;39.9;46.3;2659.6;2044.7;2057.8;43.5;38.4;98.2;1174.9;335.3
4003014954;2013;21;40;Стора Энсо Пакаджинг ББ;3134.4;3164.8;1862.7;5027.5;2700.1;953.4;1052.7;636.6;1274.7;5027.5;5131.7;696.5;55.4;443.0;5171.7;5170.7;3763.9;382.1;64.9;42.4;5350.6;3388.4
7825372813;2013;74;78;Капитал Групп;0.5;1395.0;258.6;1653.6;1652.9;0.0;0.0;0.0;0.7;1653.6;1642.2;-57.3;128.9;17.3;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.7
7826017811;2013;45;78;Холдинговая Строительная Компания - 2;48.2;48.2;395.2;443.4;77.1;0.0;0.0;16.0;366.3;443.4;1015.5;-20.7;1.0;-19.1;0.0;0.0;0.0;0.0;0.0;0.0;306.6;11.0
7806049847;2013;73;78;ПИ ЭС АЙ;8.3;30.5;218.2;248.7;190.8;0.0;0.0;0.0;57.9;248.7;1131.5;22.6;0.0;1.6;1068.8;1067.9;536.1;377.3;0.0;5.6;1158.7;9.5
7826682110;2013;51;78;Нева-Пресс;10.5;12.2;292.0;304.2;25.7;0.0;0.0;0.0;278.5;304.2;2101.8;18.9;0.0;10.8;1391.6;1387.2;1232.0;150.4;0.0;0.0;2208.9;17.4
7825678720;2013;50;78;АЙС-АВТО;4.8;4.8;1609.5;1614.2;91.5;0.0;0.0;280.3;1522.8;1614.2;2085.0;4.2;26.5;17.6;2415.6;2322.4;1216.0;16.0;0.0;0.0;2453.0;8.4
7825377184;2013;51;78;Альтаир;136.1;442.5;1070.7;1513.2;82.0;620.3;620.3;117.1;810.9;1513.2;2197.9;150.1;83.3;41.5;1878.0;1842.3;1719.4;9.7;92.7;0.0;1991.9;90.6
7825376092;2013;51;78;Спецобслуживание;756.2;3053.3;3405.6;6458.9;1520.6;2180.8;2189.8;37.6;2748.6;6458.9;7354.5;609.8;155.7;406.5;8101.1;7864.8;6539.0;708.7;154.2;91.2;7366.0;752.4
7825101098;2013;60;78;ТК ЭКСИС;31.1;810.0;218.0;1028.0;504.6;247.1;247.1;0.0;276.4;1028.0;1335.3;12.7;0.2;170.9;1578.1;1270.3;1085.0;96.7;0.0;5.3;1660.9;74.0
7825103970;2013;45;78;Строительно-монтажное управление- 11 Метрострой;252.0;293.6;1294.1;1587.7;683.7;0.0;62.9;0.0;841.1;1587.7;1828.3;69.1;0.0;53.3;1532.6;1532.5;1261.9;355.2;0.0;107.8;2139.1;203.8
7825379600;2013;51;78;Спектр;8.3;8.6;1459.3;1468.0;91.9;0.0;0.5;643.5;1375.6;1468.0;5242.4;110.7;50.5;33.9;5355.3;4176.4;5324.3;26.8;48.4;0.0;3793.0;2.1
7804068604;2013;51;78;ОКЕАН;34.9;37.6;960.8;998.5;372.7;583.0;583.0;0.0;42.7;998.5;1010.4;1.1;52.5;26.0;1328.1;1097.4;1043.1;39.7;66.1;0.0;1712.6;26.8
7802105995;2013;52;78;Дети;171.9;1302.4;5852.1;7154.6;1734.3;0.0;0.6;1505.9;5419.7;7154.6;13561.6;521.2;106.4;477.5;21390.9;14350.3;13126.0;1045.7;120.4;63.0;11267.4;141.9
7825378879;2013;45;78;Балтийская Коммерция;12.6;12.6;227.0;239.6;54.6;0.0;0.0;12.4;184.9;239.6;1953.4;123.4;0.0;108.3;0.0;0.0;0.0;0.0;0.0;0.0;92.0;1443.8
7814128330;2013;45;78;ЛенСпецСМУ-Реконструкция;6.6;11.6;2001.9;2013.5;257.7;0.0;4.5;0.0;1751.3;2013.5;3803.9;40.3;0.0;71.5;3681.6;3676.6;3439.9;191.3;0.0;7.3;1662.1;6.8
7825106160;2013;70;78;Соломон;1573.8;2339.7;1515.6;3855.3;8.7;3174.6;3216.9;0.0;629.8;3855.3;1141.1;284.9;279.4;9.9;1298.3;56.6;775.7;29.5;278.4;251.1;997.4;1465.9
4720031930;2013;22;47;Полиграф Лэнд;570.3;626.4;417.0;1043.5;450.3;67.4;67.4;247.2;525.8;1043.5;1268.5;25.2;17.1;-6.8;573.7;573.7;542.1;1.7;2.7;11.2;1289.7;629.5
7810120958;2013;51;78;Балтийская экспедиторская компания;0.9;0.9;5052.1;5053.0;1019.4;140.0;140.0;1299.0;3893.6;5053.0;6667.2;302.4;151.8;223.1;10962.8;6833.5;8440.9;18.8;136.0;0.2;7795.8;1.3
7814078104;2013;50;78;Евротранс;0.3;0.3;798.4;798.7;191.5;124.1;124.1;285.0;483.1;798.7;3676.8;91.4;38.1;41.2;0.0;0.0;0.0;0.0;0.0;0.0;3602.5;2.9
7804069580;2013;51;78;ОРИМИ ТРЭЙД;60.3;7126.5;15464.0;22590.5;10263.8;0.0;2.6;0.0;12324.1;22590.5;22992.3;1336.9;44.9;6918.7;25808.3;25738.8;20347.2;250.5;0.0;80.4;21427.1;28.9
7802107840;2013;15;78;Солодовенный завод Суффле Санкт-Петербург;438.6;438.6;685.5;1124.1;556.4;0.0;31.8;451.0;535.9;1124.1;1568.7;182.2;37.7;126.3;1711.0;1702.2;1377.2;41.1;40.2;2.8;1962.2;453.1
7805098665;2013;74;78;ЛСТ Менеджмент;0.0;407.9;669.3;1077.2;17.8;143.0;143.0;215.5;916.4;1077.2;1373.3;49.8;36.1;19.9;0.0;0.0;0.0;0.0;0.0;0.0;119.7;0.0
7805610330;2013;51;78;РЕЙЛ КОНТИНЕНТ;0.0;0.0;277.3;277.3;0.5;0.0;0.0;0.4;276.8;277.3;1222.8;0.6;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7826019311;2013;50;78;БалтКам;56.0;56.1;1316.8;1372.8;77.8;931.2;931.3;138.7;363.7;1372.8;2477.8;10.4;18.5;18.1;2480.0;2415.7;2357.7;104.4;18.5;23.9;2457.3;49.4
7814079644;2013;51;78;Лейпуриен Тукку;6.7;11.1;376.3;387.4;224.9;0.0;0.0;0.0;162.5;387.4;1357.6;144.2;0.0;107.7;3050.5;1564.3;1289.4;77.8;0.0;0.0;1153.0;4.3
7810124293;2013;52;78;ПЕРВАЯ ПОМОЩЬ;22.7;57.7;1140.1;1197.9;-345.5;0.0;0.0;298.9;1543.4;1197.9;5231.7;-52.1;20.5;0.4;5883.1;5604.9;5011.3;326.1;20.5;5.1;4999.1;65.8
7814079796;2013;51;78;ИСТА-ТЕХНИКА;1.4;6.0;530.5;536.5;1.0;0.0;0.0;0.0;535.5;536.5;1176.5;36.6;0.3;-43.9;0.0;0.0;0.0;0.0;0.0;0.0;559.2;1.3
6903008805;2013;26;69;ТЖБИ-4;144.6;227.9;339.6;567.5;419.5;11.6;28.1;0.0;120.0;567.5;1028.6;98.6;2.5;93.5;1208.5;1207.7;701.0;235.4;2.3;27.0;1094.8;144.2
6905062011;2013;51;69;Диэлектрические кабельные системы;395.8;1582.2;2840.2;4422.4;3127.8;434.2;435.9;64.0;858.7;4422.4;7711.5;1604.4;41.7;1640.4;8556.5;8526.4;7004.2;403.3;0.0;221.1;6341.7;329.4
411049482;2013;45;4;ВЗРЫВПРОМ ЮГА КУЗБАССА;52.3;53.3;504.1;557.4;132.3;0.0;5.2;0.0;420.0;557.4;1983.8;36.4;0.0;20.9;1728.4;1723.4;1555.4;102.5;0.0;4.0;1410.4;51.4
4100002680;2013;51;41;Компания Шамса;1.8;227.0;753.9;980.9;399.5;60.4;60.4;184.3;521.0;980.9;1254.6;116.6;18.2;107.3;1502.4;1466.9;1399.0;34.1;16.3;0.0;1225.1;2.4
4100007783;2013;51;41;ПО Камагро;113.1;113.1;573.2;686.3;31.9;0.0;0.0;289.0;654.4;686.3;1525.5;-8.6;36.6;2.5;1440.9;1426.4;1626.5;59.7;0.0;0.0;1397.0;126.0
4108003484;2013;15;41;Озерновский рыбоконсервный завод № 55;2037.5;2151.9;718.7;2870.7;1196.7;1063.9;1486.6;0.0;187.4;2870.7;1660.9;404.7;78.1;267.7;1889.5;1809.5;566.3;398.1;75.0;313.1;1461.5;1750.2
7203085179;2013;45;72;ТЮМЕНЬТЕЛ;23.4;23.6;759.2;782.8;271.6;0.0;0.0;349.0;511.2;782.8;1780.4;90.6;0.0;24.2;1979.9;1935.0;1419.4;62.5;0.0;0.0;892.9;108.2
4630028309;2013;51;46;ЮПИТЕР 9;230.6;235.1;1536.8;1771.9;701.1;0.0;0.0;679.7;1070.8;1771.9;2940.0;269.8;59.4;244.9;3813.1;3811.6;3699.2;89.9;61.5;40.5;2995.4;226.5
4629046705;2013;51;46;Курскоблнефтепродукт;1036.4;1080.4;1622.6;2703.0;1021.3;1390.1;1390.2;0.0;291.5;2703.0;11859.9;314.5;92.0;238.6;11883.1;11821.2;11289.1;219.1;0.0;231.5;11668.8;1038.8
7825390241;2013;51;78;ДЕНДИ;124.7;124.7;1087.8;1212.6;213.4;0.0;0.0;300.9;999.1;1212.6;3642.9;99.2;19.1;72.2;2998.9;2977.4;2991.2;23.4;18.7;4.2;3010.0;121.2
7825107438;2013;51;78;ЦентроБалт;6.3;6.8;512.7;519.5;79.0;0.0;0.0;79.0;440.5;519.5;1307.1;68.4;8.0;14.2;1391.9;1366.7;1261.5;54.7;8.0;6.6;1094.6;3.3
7820036230;2013;50;78;ЛОНМАДИ САНКТ-ПЕТЕРБУРГ;53.2;54.6;538.6;593.1;240.1;0.0;1.8;0.0;351.2;593.1;2925.9;50.4;0.0;-0.3;3543.7;3032.1;2667.3;141.1;0.0;22.8;2655.3;54.4
7826020532;2013;51;78;"ТОРГОВАЯ КОМПАНИЯ ""ЭЛИС""";86.2;110.8;1395.1;1505.9;502.0;568.0;568.0;59.1;435.9;1505.9;2788.6;131.7;75.8;19.1;2978.1;2975.0;2726.7;46.8;75.5;50.6;2793.6;53.0
7813103710;2013;51;78;ХЁРМАНН РУССИЯ;586.4;586.7;693.8;1280.5;875.4;0.0;5.8;0.0;399.3;1280.5;2272.4;136.4;0.0;137.0;2863.0;2390.8;2037.0;106.1;0.0;34.0;1785.6;590.1
7825392986;2013;51;78;Кристалл Сервис;6.0;27.1;680.3;707.4;83.9;0.0;2.3;0.0;621.2;707.4;1080.8;5.0;0.0;15.9;1196.1;1059.8;843.9;95.6;0.0;0.0;1057.7;3.9
7816124109;2013;45;78;Буер;4.9;5.0;2755.3;2760.3;14.7;0.0;0.0;2059.5;2745.7;2760.3;2633.9;300.1;265.6;21.2;4494.9;2686.5;2508.1;26.9;292.0;0.0;2144.3;6.8
7826022152;2013;63;78;РВД-Сервис;1813.6;2283.8;2053.2;4337.0;640.4;0.0;1752.1;1017.2;1944.6;4337.0;7241.1;201.5;110.0;156.6;0.0;0.0;0.0;0.0;0.0;0.0;19528.6;246.9
7817031418;2013;27;78;Ижорский трубный завод;6085.7;8875.5;14356.1;23231.6;17516.4;758.0;1113.9;2214.6;4601.4;23231.6;16702.1;1840.6;24.6;1571.2;17463.7;16950.8;11914.9;748.8;68.5;551.4;18398.4;4972.6
7843315751;2013;51;78;САТОРИ;0.0;0.0;703.2;703.2;6.8;0.0;0.0;0.0;696.5;703.2;1025.1;5.7;0.0;7.9;1744.9;1558.4;1598.2;1.9;0.0;2.5;0.0;0.0
7810133555;2013;51;78;РосМет;10.6;10.6;76.2;86.7;11.8;33.4;33.4;22.5;41.5;86.7;1143.9;8.8;1.1;5.0;0.0;0.0;0.0;0.0;0.0;0.0;1066.3;0.9
7805102449;2013;50;78;АЦ Петербург;103.9;331.7;977.0;1308.7;213.1;752.5;753.6;201.1;341.9;1308.7;1975.9;-6.0;63.0;9.0;2462.6;2394.9;2281.1;40.2;75.5;144.8;1996.4;83.8
7811070820;2013;51;78;"КОМПАНИЯ ""МАРВЕЛ""";0.4;0.5;2058.2;2058.7;137.0;0.0;0.0;0.0;1921.7;2058.7;12025.2;142.1;7.6;87.8;14663.6;9084.7;12241.4;12.1;7.8;0.0;12439.5;0.0
7810136010;2013;52;78;НОРДИК-НЕВА;106.8;107.0;520.9;627.9;69.5;0.0;0.0;0.0;558.4;627.9;4431.0;-283.1;0.0;4.5;5016.7;4886.9;4911.3;24.6;0.0;0.0;3707.8;93.6
7810134005;2013;51;78;Союзкомплектавтотранс;189.4;191.8;687.0;878.8;33.1;0.0;1.1;100.0;844.5;878.8;1283.7;157.6;16.2;14.4;1646.7;1423.6;1323.0;3.3;17.5;0.0;1301.2;90.0
